"","income","sex","age","eduyears","eastwest","socialclass_self","leftright"
"302",3000,"MANN",66,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"303",NA,"MANN",83,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"304",1600,"MANN",29,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"305",NA,"FRAU",19,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"306",800,"FRAU",20,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"307",NA,"FRAU",34,21,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","4"
"308",3000,"MANN",48,20,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","10"
"309",2000,"MANN",80,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"310",1500,"FRAU",61,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"311",NA,"FRAU",76,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"312",1500,"MANN",72,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"313",1500,"FRAU",65,14,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"314",3000,"FRAU",53,12,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"315",NA,"FRAU",25,17,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"316",2250,"MANN",32,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"317",NA,"FRAU",63,16,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","2"
"318",1400,"MANN",58,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"319",NA,"FRAU",22,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"320",3000,"MANN",61,12,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"321",700,"MANN",28,20,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"322",NA,"MANN",64,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"323",1200,"MANN",48,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","7"
"324",200,"FRAU",34,15,"ALTE BUNDESLAENDER","ARBEITERSCHICHT",NA
"325",2500,"MANN",29,20,"ALTE BUNDESLAENDER","MITTELSCHICHT","1"
"326",NA,"MANN",66,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"327",NA,"FRAU",22,14,"ALTE BUNDESLAENDER","MITTELSCHICHT",NA
"328",1600,"MANN",68,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"329",2500,"FRAU",52,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"330",NA,"MANN",67,NA,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"331",NA,"FRAU",53,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT",NA
"332",1500,"FRAU",37,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT",NA
"333",750,"MANN",66,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"334",3400,"MANN",33,21,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"335",1150,"FRAU",60,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"336",NA,"FRAU",34,NA,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"337",NA,"MANN",49,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"338",911,"FRAU",62,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"339",NA,"MANN",69,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"340",1300,"FRAU",73,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"341",100,"MANN",34,21,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"342",400,"FRAU",78,NA,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"343",NA,"MANN",74,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"344",NA,"MANN",34,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"345",1000,"MANN",24,18,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"346",500,"FRAU",54,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"347",2300,"MANN",46,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"348",1200,"MANN",67,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"349",2500,"FRAU",49,17,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","8"
"350",NA,"MANN",33,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"351",590,"FRAU",23,NA,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"352",2700,"MANN",48,14,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"353",5200,"MANN",40,19,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","7"
"354",1187,"FRAU",40,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"355",1700,"FRAU",81,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","4"
"356",NA,"FRAU",80,13,"ALTE BUNDESLAENDER",NA,"5"
"357",1900,"FRAU",35,13,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"358",1400,"FRAU",83,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"359",1260,"FRAU",76,NA,"NEUE BUNDESLAENDER","MITTELSCHICHT","2"
"360",NA,"MANN",29,17,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"361",850,"MANN",73,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","9"
"362",3500,"FRAU",39,33,"ALTE BUNDESLAENDER",NA,"5"
"363",5000,"MANN",50,19,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","8"
"364",1100,"MANN",43,13,"ALTE BUNDESLAENDER","ARBEITERSCHICHT",NA
"365",1221,"MANN",81,8,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"366",700,"MANN",20,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"367",4200,"MANN",37,16,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","8"
"368",3550,"MANN",54,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"369",2500,"MANN",67,20,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"370",3500,"MANN",53,17,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","2"
"371",2000,"FRAU",64,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"372",NA,"MANN",63,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"373",1300,"MANN",60,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","4"
"374",NA,"MANN",76,17,"NEUE BUNDESLAENDER","MITTELSCHICHT","1"
"375",700,"FRAU",40,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"376",1800,"FRAU",42,24,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"377",2000,"MANN",57,NA,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"378",1260,"FRAU",64,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"379",NA,"MANN",34,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"380",1900,"FRAU",63,12,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"381",3200,"FRAU",55,17,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","4"
"382",NA,"FRAU",47,16,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"383",625,"FRAU",41,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"384",NA,"FRAU",41,9,"NEUE BUNDESLAENDER","MITTELSCHICHT",NA
"385",1800,"MANN",74,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"386",1600,"FRAU",48,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"387",800,"MANN",29,22,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"388",1400,"MANN",46,5,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"389",1700,"MANN",30,21,"NEUE BUNDESLAENDER","MITTELSCHICHT","2"
"390",NA,"FRAU",43,15,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"391",5500,"MANN",65,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"392",267,"FRAU",23,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"393",NA,"FRAU",56,9,"ALTE BUNDESLAENDER","MITTELSCHICHT",NA
"394",3500,"MANN",55,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"395",900,"FRAU",75,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"396",NA,"MANN",62,16,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","4"
"397",735,"MANN",57,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"398",2100,"FRAU",43,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"399",2000,"MANN",61,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"400",1400,"FRAU",27,12,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"401",720,"MANN",71,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","4"
"402",650,"FRAU",29,17,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"403",724,"MANN",54,13,"ALTE BUNDESLAENDER","UNTERSCHICHT","5"
"404",1100,"FRAU",34,22,"ALTE BUNDESLAENDER",NA,"5"
"405",3000,"MANN",50,10,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"406",NA,"MANN",64,17,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"407",110,"FRAU",73,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"408",NA,"MANN",78,8,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"409",1003,"MANN",37,9,"ALTE BUNDESLAENDER",NA,"6"
"410",500,"MANN",22,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"411",NA,"MANN",51,10,"NEUE BUNDESLAENDER","UNTERSCHICHT","6"
"412",2100,"FRAU",57,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"413",1800,"MANN",56,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"414",NA,"MANN",23,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"415",NA,"FRAU",44,NA,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"416",6000,"MANN",54,19,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","7"
"417",1234,"FRAU",52,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"418",3200,"FRAU",47,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"419",2100,"FRAU",27,NA,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"420",2000,"FRAU",35,13,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"421",4005,"MANN",62,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"422",875,"FRAU",66,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"423",1100,"FRAU",26,13,"ALTE BUNDESLAENDER","UNTERSCHICHT","7"
"424",NA,"MANN",61,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"425",900,"FRAU",75,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"426",1250,"FRAU",52,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"427",NA,"FRAU",66,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"428",700,"FRAU",48,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"429",NA,"FRAU",34,13,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT",NA
"430",3800,"MANN",48,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"431",1100,"FRAU",82,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"432",1500,"MANN",75,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","2"
"433",NA,"MANN",55,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT",NA
"434",NA,"MANN",44,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"435",2200,"MANN",48,19,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"436",NA,"FRAU",39,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"437",NA,"MANN",31,11,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"438",291,"FRAU",73,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"439",2500,"MANN",50,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"440",1550,"MANN",28,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","7"
"441",700,"MANN",20,11,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"442",670,"FRAU",76,8,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"443",2800,"FRAU",53,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"444",1200,"FRAU",75,8,"NEUE BUNDESLAENDER","MITTELSCHICHT","2"
"445",1600,"MANN",31,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"446",1200,"FRAU",53,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"447",180,"FRAU",24,18,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"448",400,"MANN",26,18,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"449",2080,"FRAU",30,13,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"450",4000,"MANN",51,15,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"451",1400,"MANN",25,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"452",2500,"MANN",52,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"453",1300,"MANN",38,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"454",1800,"FRAU",45,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"455",3100,"MANN",68,19,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"456",400,"FRAU",27,19,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"457",1600,"MANN",31,8,"ALTE BUNDESLAENDER","UNTERSCHICHT","5"
"458",1600,"FRAU",31,16,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"459",NA,"FRAU",42,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"460",1200,"MANN",76,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"461",1800,"FRAU",52,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"462",NA,"MANN",18,12,"NEUE BUNDESLAENDER","MITTELSCHICHT","2"
"463",NA,"FRAU",48,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","8"
"464",NA,"MANN",65,NA,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"465",2000,"MANN",40,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"466",3000,"MANN",57,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"467",3000,"MANN",50,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"468",2500,"MANN",53,13,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"469",3000,"MANN",48,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"470",550,"FRAU",38,10,"NEUE BUNDESLAENDER","UNTERSCHICHT","6"
"471",NA,"MANN",54,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","9"
"472",NA,"MANN",34,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"473",1500,"FRAU",34,18,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"474",1477,"MANN",76,6,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"475",1000,"FRAU",53,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"476",3400,"MANN",60,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"477",NA,"FRAU",34,14,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"478",3000,"MANN",88,17,"ALTE BUNDESLAENDER","OBERSCHICHT","8"
"479",3200,"MANN",44,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","1"
"480",1700,"MANN",86,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"481",NA,"MANN",52,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"482",450,"FRAU",67,NA,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"483",1400,"FRAU",59,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","2"
"484",NA,"FRAU",48,10,"ALTE BUNDESLAENDER","MITTELSCHICHT",NA
"485",NA,"MANN",28,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"486",1200,"FRAU",53,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"487",2200,"FRAU",48,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"488",NA,"FRAU",71,11,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","4"
"489",1450,"FRAU",85,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"490",2800,"MANN",46,20,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"491",NA,"MANN",59,10,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"492",1150,"MANN",74,11,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"493",1700,"MANN",51,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT",NA
"494",1400,"FRAU",83,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","3"
"495",NA,"FRAU",57,16,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","2"
"496",NA,"MANN",59,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"497",1700,"FRAU",61,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"498",1150,"MANN",83,NA,"ALTE BUNDESLAENDER","MITTELSCHICHT","9"
"499",4000,"FRAU",29,16,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"500",1800,"MANN",90,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"501",1650,"FRAU",45,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"502",1100,"MANN",72,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"503",1200,"MANN",49,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"504",1600,"MANN",82,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","10"
"505",NA,"FRAU",88,NA,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"506",1300,"MANN",55,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","4"
"507",1500,"FRAU",78,5,"ALTE BUNDESLAENDER",NA,"7"
"508",1400,"MANN",39,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","4"
"509",3000,"MANN",52,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"510",500,"FRAU",65,11,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"511",2200,"FRAU",59,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"512",NA,"FRAU",35,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"513",NA,"FRAU",61,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","4"
"514",2700,"MANN",34,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"515",900,"FRAU",69,13,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"516",4200,"MANN",52,14,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","4"
"517",500,"MANN",22,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"518",1100,"FRAU",64,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"519",1125,"MANN",49,13,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","4"
"520",1800,"MANN",80,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"521",1300,"FRAU",73,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"522",NA,"FRAU",34,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","4"
"523",2000,"MANN",29,14,"NEUE BUNDESLAENDER","MITTELSCHICHT","8"
"524",1200,"MANN",39,19,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"525",3000,"MANN",44,21,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","2"
"526",420,"FRAU",61,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"527",1900,"FRAU",51,12,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"528",NA,"MANN",56,18,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"529",1000,"MANN",63,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"530",2400,"FRAU",42,20,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"531",1800,"FRAU",45,13,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"532",700,"FRAU",32,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"533",NA,"FRAU",51,11,"ALTE BUNDESLAENDER","MITTELSCHICHT",NA
"534",NA,"FRAU",33,18,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","2"
"535",NA,"FRAU",73,11,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"536",1000,"MANN",67,17,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"537",3225,"FRAU",38,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"538",1400,"FRAU",80,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"539",1500,"FRAU",65,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"540",3000,"MANN",52,20,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"541",3200,"FRAU",32,12,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"542",1780,"MANN",67,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"543",NA,"FRAU",71,15,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"544",1400,"FRAU",50,11,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"545",920,"FRAU",79,11,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"546",NA,"FRAU",30,20,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"547",1500,"MANN",45,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"548",2100,"FRAU",54,19,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"549",1800,"FRAU",66,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"550",NA,"MANN",25,12,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","7"
"551",30,"FRAU",76,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"552",1000,"MANN",54,11,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"553",1700,"FRAU",47,14,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","2"
"554",1600,"MANN",50,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"555",1800,"FRAU",28,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"556",1200,"FRAU",80,16,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"557",1500,"MANN",53,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"558",NA,"MANN",57,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","1"
"559",900,"FRAU",80,14,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","2"
"560",800,"FRAU",39,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"561",1800,"MANN",65,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"562",NA,"FRAU",56,17,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"563",1100,"FRAU",29,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"564",1300,"FRAU",59,12,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"565",2500,"MANN",55,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"566",NA,"MANN",58,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"567",830,"MANN",61,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"568",3500,"MANN",53,20,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"569",2500,"FRAU",56,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"570",1680,"MANN",36,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"571",1600,"MANN",38,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"572",NA,"MANN",81,NA,"NEUE BUNDESLAENDER","MITTELSCHICHT","2"
"573",2400,"MANN",45,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"574",NA,"MANN",49,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"575",1400,"MANN",79,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"576",1500,"MANN",81,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","3"
"577",1200,"FRAU",50,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"578",630,"FRAU",34,15,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"579",1300,"FRAU",34,19,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"580",3000,"MANN",46,19,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"581",1087,"MANN",33,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"582",400,"MANN",23,13,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"583",3000,"MANN",77,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"584",700,"FRAU",39,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"585",2700,"MANN",45,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"586",2800,"FRAU",35,19,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"587",1800,"MANN",54,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"588",2400,"FRAU",34,24,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"589",1500,"MANN",53,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"590",3000,"MANN",40,NA,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"591",240,"FRAU",66,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","9"
"592",3100,"FRAU",50,21,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"593",1500,"FRAU",77,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"594",730,"FRAU",56,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","2"
"595",600,"FRAU",54,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"596",1400,"FRAU",77,8,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"597",NA,"FRAU",78,9,"ALTE BUNDESLAENDER","MITTELSCHICHT",NA
"598",1200,"MANN",78,15,"NEUE BUNDESLAENDER","MITTELSCHICHT","1"
"599",2200,"MANN",68,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"600",NA,"MANN",31,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"601",700,"FRAU",63,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","9"
"602",750,"FRAU",32,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
